name	term	lev	seq	value
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa03804	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa03805	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa04027	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa07445	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa08011	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa08183	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa03111	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa03122	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa31424	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa31419	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa31420	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa31425	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa31418	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa31422	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa31421	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa13400	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa14190	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa09237	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa11893	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa19536	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa22138	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa21229	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa21228	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa21230	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa21697	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa17544	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa17690	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa18075	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa23590	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa01076	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa25409	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa33318	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa07270	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa02484	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa02485	0
"lipase activity"	GO:0052689;GO:0016298	2	Mcavernosa30957	0
"NAADP-sensitive calcium-release channel activity"	GO:0072345	5	Mcavernosa26255	0
"NAADP-sensitive calcium-release channel activity"	GO:0072345	5	Mcavernosa26250	0
"NAADP-sensitive calcium-release channel activity"	GO:0072345	5	Mcavernosa26253	0
"NAADP-sensitive calcium-release channel activity"	GO:0072345	5	Mcavernosa26259	0
"NAADP-sensitive calcium-release channel activity"	GO:0072345	5	Mcavernosa23604	0
"NAADP-sensitive calcium-release channel activity"	GO:0072345	5	Mcavernosa23606	0
"NAADP-sensitive calcium-release channel activity"	GO:0072345	5	Mcavernosa01118	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa04250	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa05082	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa05294	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa05476	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa05539	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa05734	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa05736	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa12226	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa12402	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa12542	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa13536	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa14027	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa14241	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa27934	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa27957	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa28156	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa28313	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa28457	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa08868	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa08966	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa08976	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa14391	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa14441	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa14582	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa15121	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa15136	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa15177	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa11785	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa31660	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa18628	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa18748	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa06510	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa06511	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa06512	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa06769	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa06773	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa06772	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa07070	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa07176	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa22561	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa22621	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa15782	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa16245	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa16355	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa10535	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa10605	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa09418	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa21601	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa26546	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa26552	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa26554	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa26555	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa26551	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa26840	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa26839	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa20110	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa20189	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa20537	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa20627	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa20974	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa23147	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa23189	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa23190	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa00889	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa29940	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa30002	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa25429	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa23821	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa23933	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa30556	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa34625	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa34623	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa33848	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa01170	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa01220	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa01422	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa01423	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa01862	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa03476	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa03477	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa03980	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa04093	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa07380	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa08181	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa24476	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa24539	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa24666	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa24829	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa24979	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa25188	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa16436	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa02875	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa02869	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa03044	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa03116	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa31020	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa31131	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa14410	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa15655	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa17550	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa29297	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa17183	0
"transcription regulatory region sequence-specific DNA binding"	GO:0000976;GO:0000977;GO:0001012	2	Mcavernosa02940	0
"endodeoxyribonuclease activity, producing 5'-phosphomonoesters"	GO:0016888;GO:0017108	3	Mcavernosa13410	0
"endodeoxyribonuclease activity, producing 5'-phosphomonoesters"	GO:0016888;GO:0017108	3	Mcavernosa22469	0
"endodeoxyribonuclease activity, producing 5'-phosphomonoesters"	GO:0016888;GO:0017108	3	Mcavernosa26315	0
"endodeoxyribonuclease activity, producing 5'-phosphomonoesters"	GO:0016888;GO:0017108	3	Mcavernosa24158	0
"endodeoxyribonuclease activity, producing 5'-phosphomonoesters"	GO:0016888;GO:0017108	3	Mcavernosa31000	0
"endodeoxyribonuclease activity, producing 5'-phosphomonoesters"	GO:0016888;GO:0017108	3	Mcavernosa31150	0
"endodeoxyribonuclease activity, producing 5'-phosphomonoesters"	GO:0016888;GO:0017108	3	Mcavernosa31574	0
"endodeoxyribonuclease activity, producing 5'-phosphomonoesters"	GO:0016888;GO:0017108	3	Mcavernosa31575	0
"endodeoxyribonuclease activity, producing 5'-phosphomonoesters"	GO:0016888;GO:0017108	3	Mcavernosa31576	0
"pyrimidine nucleotide binding"	GO:0019103	3	Mcavernosa11446	0
"pyrimidine nucleotide binding"	GO:0019103	3	Mcavernosa11049	0
"pyrimidine nucleotide binding"	GO:0019103	3	Mcavernosa11050	0
"pyrimidine nucleotide binding"	GO:0019103	3	Mcavernosa01595	0
"pyrimidine nucleotide binding"	GO:0019103	3	Mcavernosa30843	0
"pyrimidine nucleotide binding"	GO:0019103	3	Mcavernosa30844	0
"RNA polymerase II activating transcription factor binding"	GO:0001102	2	Mcavernosa05476	0
"RNA polymerase II activating transcription factor binding"	GO:0001102	2	Mcavernosa12071	0
"RNA polymerase II activating transcription factor binding"	GO:0001102	2	Mcavernosa06512	0
"RNA polymerase II activating transcription factor binding"	GO:0001102	2	Mcavernosa01170	0
"RNA polymerase II activating transcription factor binding"	GO:0001102	2	Mcavernosa01422	0
"RNA polymerase II activating transcription factor binding"	GO:0001102	2	Mcavernosa01423	0
"RNA polymerase II activating transcription factor binding"	GO:0001102	2	Mcavernosa03980	0
"phosphodiesterase I activity"	GO:0004528;GO:0004551	3	Mcavernosa05839	0
"phosphodiesterase I activity"	GO:0004528;GO:0004551	3	Mcavernosa05838	0
"phosphodiesterase I activity"	GO:0004528;GO:0004551	3	Mcavernosa18652	0
"phosphodiesterase I activity"	GO:0004528;GO:0004551	3	Mcavernosa18653	0
"phosphodiesterase I activity"	GO:0004528;GO:0004551	3	Mcavernosa18650	0
"phosphodiesterase I activity"	GO:0004528;GO:0004551	3	Mcavernosa18651	0
"phosphodiesterase I activity"	GO:0004528;GO:0004551	3	Mcavernosa10533	0
"phosphodiesterase I activity"	GO:0004528;GO:0004551	3	Mcavernosa10532	0
"phosphodiesterase I activity"	GO:0004528;GO:0004551	3	Mcavernosa10531	0
"phosphodiesterase I activity"	GO:0004528;GO:0004551	3	Mcavernosa21222	0
"phosphodiesterase I activity"	GO:0004528;GO:0004551	3	Mcavernosa34634	0
"phosphodiesterase I activity"	GO:0004528;GO:0004551	3	Mcavernosa24632	0
"phosphodiesterase I activity"	GO:0004528;GO:0004551	3	Mcavernosa02398	0
"phosphodiesterase I activity"	GO:0004528;GO:0004551	3	Mcavernosa02399	0
"phosphodiesterase I activity"	GO:0004528;GO:0004551	3	Mcavernosa18400	0
"phosphodiesterase I activity"	GO:0004528;GO:0004551	3	Mcavernosa03823	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa04491	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa13202	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa14013	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa28059	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa28679	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa28811	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa14433	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa14435	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa14573	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa11633	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa18580	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa18699	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa20039	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa20040	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa22039	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa22108	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa15718	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa15721	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa15988	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa16006	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa21238	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa26725	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa26865	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa00023	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa01019	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa23756	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa24126	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa27160	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa27262	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa27284	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa27615	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa30254	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa01753	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa03826	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa03825	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa16494	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa02901	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa30963	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa31169	0
"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"	GO:0004702	-1	Mcavernosa31537	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa05794	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa05915	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa05957	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa12413	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa12796	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa12798	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa12797	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa13115	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa28416	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa14448	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa14850	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa15101	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa11330	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa32151	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa32155	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa32156	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa32152	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa18423	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa19018	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa06388	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa06386	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa19448	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa19447	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa19668	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa19690	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa19723	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa21855	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa22582	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa22585	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa22586	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa22587	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa22589	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa22688	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa15496	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa10408	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa09359	2.972154991084
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa09664	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa21218	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa21581	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa21773	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa26867	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa27120	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa20757	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa20954	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa17914	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa18165	4.91937814948492
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa00364	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa00368	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa00369	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa01039	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa29908	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa30015	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa30013	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa25459	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa25461	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa23817	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa23924	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa23921	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa27768	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa30568	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa30567	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa28963	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa29297	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa34273	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa33214	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa33327	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa33370	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa33569	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa33720	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa33815	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa33027	0
"cysteine-type peptidase activity"	GO:0008234	2	Mcavernosa01185	0
